USER_ID,TICKET_ID,CREATED_AT,CONTENT
82,268,2025-01-11 14:52:01.000,"I've been trying to get this sorted out for days and I'm getting quite frustrated. I purchased 4 VIP tickets for the upcoming Summer Groove Festival on July 15th for my family, but the payment went through twice (I've attached a screenshot of both charges from my bank statement). While I appreciate the quick confirmation email for the first payment, I need the second charge of $899.50 refunded ASAP."
530,1146,2025-01-12 23:47:28.000,"I'm reaching out about my VIP ticket purchase (MF2023-45721, $189 each) as I'm facing an urgent issue. With the event just three weeks away, I'm getting anxious about resolving this. Due to unforeseen family commitments, specifically a wedding, I'm no longer able to attend and I desperately need assistance with transferring these tickets."
129,989,2025-01-13 11:04:51.000,"Lastly, there seems to be a discrepancy in my account regarding a refund from the canceled Jazz & Soul event last month. The email said it would be processed within 5-7 business days, but it's been two weeks now. Could you please look into this? I've attached a screenshot of my original purchase confirmation for reference."
17,151,2025-01-13 11:36:57.000,"One last thing - the event schedule shows performances starting at 2 PM, but your Instagram post from yesterday mentioned 3 PM. Could you confirm the correct start time?"
46,303,2025-01-13 21:20:15.000,"While I'm here, I'd also like to mention that I love how you've increased the frequency of Latin jazz performances lately - they're always a highlight! That said, the sound quality during last week's performance was a bit off, with too much bass drowning out the horn section. Just thought you should know."
102,1090,2025-01-14 10:05:59.000,"This is particularly frustrating because I spent $289 on this ticket, and now that I can't make it due to a family wedding, I really need to get this sorted. Sarah is a massive techno fan and she's dying to see DJ Starlight's set."
106,208,2025-01-15 01:13:59.000,"I attended last weekend's indie folk festival at Riverbank Arena and wanted to share my experience. While the acoustics were fantastic and I particularly enjoyed the sunset performance on the Garden Stage, I encountered some issues with the mobile ticketing system. During entry, the QR code wouldn't load properly due to poor reception (screenshot attached), causing a 20-minute delay. Several other attendees faced similar problems."
71,35,2025-01-15 02:22:53.000,"The ticket reference number is TIX-2023-89445, purchased on March 15th for $289.50."
137,683,2025-01-15 09:30:23.000,"I attended your indie rock festival last weekend and while the music was incredible (especially that new underground band with the amazing female guitarist!), I'm having issues with getting my VIP ticket refund processed. I was originally supposed to attend with my boyfriend, but we had to leave early on Day 2 due to a family emergency."
666,1177,2025-01-15 17:46:35.000,"I've been enjoying the updates to your mobile app, particularly the dark mode and the more detailed electronic music subgenres. However, I've noticed that the payment processing seems to be taking a bit longer than it used to. Additionally, I've experienced an issue with duplicate charges on two separate occasions last week, although one of the charges was eventually refunded."
150,434,2025-01-15 21:59:07.000,"Firstly, the payment for my VIP upgrade seems to have been charged twice to my credit card. I've attached a screenshot of both transactions from my bank statement. The duplicate charge is for $149.99."
507,1182,2025-01-15 22:42:40.000,"I recently attended the electronic music festival at Starlight Arena and had a mixed experience. The sound system was top-notch for the deep house performances, but I found the bass to be overpowering during the techno sets, particularly near the west stage. I've included a video clip that captures the speaker distortion I encountered."
97,1454,2025-01-16 00:50:16.000,"While I've got your attention, I also  wanted to mention that I love what you're doing with the new underground electronic music series. The monthly frequency is perfect, and as someone who's really into experimental techno and ambient, it's refreshing to see these genres getting proper representation. However, the sound system at The Blue Room venue could use some improvement, especially for the bass-heavy sets."
32,1416,2025-01-16 02:37:16.000,"On a different note, I accidentally purchased two tickets for the upcoming experimental electronic show next month (screenshot of double booking attached). Is it possible to get a refund for one of them? Order #RT789321."
138,610,2025-01-17 06:43:54.000,"I attended the electronic music festival last weekend at Sunset Arena and had mixed feelings about the experience. While the music selection was fantastic (especially loving the deep house and techno sets), I noticed the sound quality at Stage 3 was quite poor - there was constant distortion during peak moments. I've attached a video showing the audio issues."
589,1202,2025-01-17 09:33:25.000,"I had an amazing time at the symphonic metal showcase last week, the production quality was top-notch! The light show during the headliner's performance was truly breathtaking. One minor suggestion for improvement: the card reader at the merchandise stand was a bit temperamental, so it might be worth checking that for future events."
606,1208,2025-01-18 03:07:54.000,"I recently attended the indie folk festival at Riverbank Arena and had a mixed experience. The acoustics were top-notch, and the sunset show on the Garden Stage was a highlight. However, I ran into trouble with the mobile ticketing system when trying to enter the venue. The QR code failed to load due to weak signal strength (see attached screenshot), resulting in a 20-minute wait. Unfortunately, I wasn't the only one - several other festival-goers experienced similar issues."
99,940,2025-01-18 14:18:23.000,"I spent over $450 on these tickets, and I'd really appreciate some clarification on these issues. The duplicate charge needs to be refunded ASAP, and I'd like to know what exactly my VIP benefits include."
52,664,2025-01-18 17:48:24.000,"The mobile app is quite buggy too - it crashes whenever I try to view my ticket barcode. I've tried uninstalling and reinstalling, but no luck. I've attached a screenshot of the error message I'm getting."
517,1228,2025-01-19 12:50:35.000,I'd greatly appreciate it if you could assist me with resolving two issues: the ticket transfer and the duplicate payment. Thank you for your time and for all your efforts in supporting the local music scene.
88,743,2025-01-19 14:59:17.000,"I'm having a really frustrating experience with my recent ticket purchase for the upcoming Summer Jazz Fusion Festival. I bought 4 VIP tickets last Thursday (order #RT789321), but I've been charged twice for the same order! I've attached a screenshot of both transactions from my bank statement."
164,1843,2025-01-19 17:00:48.000,"I purchased two VIP tickets for the upcoming electronic music festival ""Neon Dreams"" on June 15th, but I've encountered several issues I need help with. First, when I try to access my tickets through the mobile app, I keep getting an error message (screenshot attached). I've tried logging out and back in, but no luck."
144,816,2025-01-19 20:26:12.000,"Could you please help me sort out this transfer issue ASAP? Mike needs to book his flights soon, and I'd hate for these tickets to go to waste. The confirmation number for my purchase is TM789456."
45,236,2025-01-19 21:21:01.000,"Additionally, I purchased VIP tickets ($225 each) for my girlfriend and me, but the VIP area was overcrowded and many amenities mentioned in the package (private bar access, complimentary welcome drink) were unavailable. When I spoke with the event staff, they seemed unaware of these promised benefits."
64,1575,2025-01-19 22:35:55.000,"I attended last Friday's jazz fusion concert at your venue and wanted to share my experience. While the musicianship was exceptional (especially that mind-blowing saxophone solo in the second set!), I noticed the sound system had significant distortion during the louder passages. I've attached a video clip showing the issue during one particular moment."
7,182,2025-01-20 07:36:57.000,"I attended last night's electronic music festival at Starlight Arena and wanted to share some mixed feedback. While the sound system was incredible for the deep house sets, I noticed the bass was overwhelming during the techno portion, especially near the west stage. I've attached a short video clip showing the speaker distortion I experienced."
95,671,2025-01-20 11:21:05.000,"Also, there seems to be an issue with your mobile app's notification system. I've enabled notifications but haven't received any alerts about upcoming electronic music shows, which I specifically marked as my preferred genre."
4,1581,2025-01-20 11:59:34.000,"I've been attending shows at your venue for the past 2 years and absolutely love the indie rock scene you've cultivated. However, I'm really frustrated with my recent experience trying to transfer tickets for the upcoming Underground Echoes festival. I purchased 4 VIP tickets ($225 each) for my friends and me, but two of them can't make it anymore due to a family emergency."
138,1606,2025-01-20 13:12:26.000,"Also, I purchased tickets for the Summer Jazz Festival (Order #JF-89076), but the confirmation email shows seats in Section C, Row 12, while I specifically selected and paid for Section A, Row 5. Could you please look into this discrepancy?"
41,374,2025-01-21 04:49:29.000,"I attended your pop-soul fusion concert last Friday at Valley Arena, and while the acoustics were phenomenal, I'm having some issues with my VIP add-on purchase. I bought 2 meet-and-greet passes for $175 each, but they're not showing up in my account. I've attached a screenshot of my payment confirmation (see payment_proof.jpg), but the purchase isn't reflected in my ticket wallet."
5,1129,2025-01-21 11:03:50.000,"One more thing - I purchased tickets for the upcoming World Beat Festival, but accidentally bought 3 instead of 2. I've been trying to get a refund for the extra ticket for the past week. The automated system keeps saying my request is being processed, but I haven't heard anything back."
9,948,2025-01-21 18:08:33.000,"I'm reaching out regarding several frustrating issues I've experienced with your platform lately. First off, the electronic payment for my VIP pass to the upcoming Summer Beat Festival keeps getting declined, even though I've triple-checked that all my card details are correct. I've attached a screenshot of the error message I keep receiving."
59,441,2025-01-22 06:23:44.000,"I've been a loyal customer for years and usually attend at least 3-4 of your underground house music events each month. The recent switch to this new system has been nothing but headaches. Last month, I also had issues with the mobile tickets not displaying properly during the indie rock showcase."
49,111,2025-01-22 20:49:01.000,"Also, quick feedback - the new mobile app is quite buggy when trying to access the digital tickets. Sometimes it takes up to 5 minutes to load, which caused some anxiety at the entrance last time."
65,1096,2025-01-23 03:56:12.000,"I've been a loyal customer of your platform for years, mostly attending electronic and techno events. Last weekend's experience at Warehouse 42 left me quite frustrated though. I purchased 4 VIP tickets for my friends and myself (Order #8742196) for the Spring Bass Festival, but when we arrived, the QR codes wouldn't scan properly. I've attached a screenshot of the error message we received."
8,497,2025-01-23 04:00:19.000,"I recently attended the Neon Dreams concert at your downtown venue, and the sound system seemed a bit off - there was too much bass drowning out the vocals. I've been to many shows there before and this was the first time I noticed this issue."
582,1268,2025-01-23 13:59:44.000,"I'm extremely frustrated as I've been trying to resolve this issue for days. I bought 4 VIP tickets to the Summer Groove Festival on July 15th for my family, but somehow I was charged twice (I've attached a screenshot of the duplicate charges from my bank statement). Although I received a prompt confirmation email for the initial payment, I urgently need the second charge of $899.50 to be refunded."
81,1432,2025-01-23 15:17:11.000,"I'd appreciate if you could:
1. Refund the duplicate charge ASAP
2. Confirm my original 4 VIP tickets are still valid
3. Let me know if there are plans for additional stages"
29,931,2025-01-23 17:21:31.000,"Also, small suggestion - it would be great if the water stations near the main stage could be more clearly marked. We spent almost 20 minutes trying to find one during peak hours."
110,1032,2025-01-24 09:12:41.000,"I'm writing because I recently attended the ""Midnight Symphony"" concert last weekend, and while most aspects were amazing (especially the brass section!), I've noticed I was charged twice for my ticket purchase. I've attached a screenshot of both transactions from my credit card statement showing the duplicate charge of $89.50 each from March 15th."
149,33,2025-01-24 18:50:09.000,"Please help me with the ticket transfer issue as soon as possible, as I need to confirm arrangements with my sister."
17,228,2025-01-24 19:39:09.000,Could you please help me sort out both the ticket transfer and the duplicate payment issue? I appreciate your time and everything you do to keep the music scene vibrant in our city.
4,968,2025-01-25 20:48:18.000,"Secondly, the VIP area was completely overcrowded - nothing like what was advertised. We literally couldn't access the premium bar that was promised in the VIP package. I'm hoping you can either partially refund the VIP upgrade fee or offer some compensation for future events."
113,300,2025-01-25 23:02:27.000,"While I have you, I wanted to mention that I've noticed fewer jazz events being scheduled lately. As someone who's been attending your venues for the past 3 years, particularly for jazz and blues nights, it's been disappointing to see them becoming less frequent. The intimate setting at your downtown location is perfect for these genres, and the acoustics are fantastic. Any chance you'll be bringing back more jazz programming?"
546,1303,2025-01-26 07:24:54.000,"I appreciate the recent surge in Latin jazz events, they're always a standout. However, I did notice that the sound balance was off during last week's show, with the bass overpowering the horns. I wanted to bring it to your attention."
81,1861,2025-01-26 15:55:58.000,"I'm really frustrated and need urgent assistance. I purchased 4 VIP tickets for the upcoming ""Midnight Symphony"" festival on July 15th, but I've been charged twice for the same order (confirmation numbers: MF-2023-89421 and MF-2023-89422). I've attached a screenshot of both transactions from my bank statement."
58,777,2025-01-26 19:20:11.000,"One last thing - my payment for the upcoming blues workshop showed as ""pending"" for a week now. Order #RT789321. Could you please check if everything went through correctly?"
64,314,2025-01-27 01:37:36.000,"One quick question - for the summer concert series, will there be any options to convert my individual show tickets into a season pass? I've already purchased tickets to 4 shows, and it would be great if there's a way to upgrade."
631,1325,2025-01-27 17:01:24.000,"I recently tried to obtain a refund for my ""Urban Beats Festival"" tickets, which I bought on December 15th, within the 48-hour refund window. However, my request was rejected. I have documentation, including a confirmation email with the purchase timestamp and proof of my refund request submission, to support my claim."
71,326,2025-01-27 18:01:17.000,"Also, while I have your attention - I noticed that similar electronic music festivals in our area seem to be scheduled very close together this summer. Last year they were more spread out, which made it easier for fans like me to attend multiple events. Any chance you could consider spacing them out more next year?"
6,1614,2025-01-28 05:06:10.000,"Also, quick heads up - the mobile app has been crashing whenever I try to access my digital tickets. Not sure if others are experiencing this too?"
68,1374,2025-01-28 07:18:36.000,"One last thing - the new mobile app is quite buggy when trying to access the digital tickets. Sometimes it takes up to 5 minutes to load, which caused me to miss the opening act last week. Not fun when you're standing in line in the rain!"
60,618,2025-01-28 12:50:41.000,Quick heads up - there seems to be an issue with your mobile app too. The upcoming events calendar isn't syncing properly with my purchased tickets. Might want to have your tech team look into that.
153,334,2025-01-28 13:03:20.000,"Also, I noticed the frequency of weekend events has decreased significantly since September. Are you planning to bring back more Saturday night shows? The 7 PM time slots were perfect for those of us who like to enjoy a full concert experience but still need to get up early for work the next day."
110,1092,2025-01-28 18:03:37.000,"Also, there seems to be an issue with the drink tokens I pre-purchased for last month's show - they're still showing as ""pending"" in my account. I have the payment confirmation from my bank (screenshot attached)."
71,653,2025-01-29 03:35:28.000,"I also experienced some issues with the sound quality during last month's electronic music showcase - the bass was overwhelming in the back section where the VIP area was located. Several others mentioned this too, so might be worth looking into."
49,908,2025-01-29 06:18:01.000,"On a more positive note, your new mobile app is much better than the old one, though I noticed the 'Save to Calendar' feature isn't working properly on Android devices (second screenshot attached showing the error)."
60,345,2025-01-29 10:16:59.000,"While I have your attention - I absolutely love what you guys are doing with the new jazz series! I'm a huge bebop fan, and it's amazing to see some up-and-coming artists getting spotlight. However, I noticed the intervals between shows have gotten longer. Any chance you could bring back the bi-weekly schedule? The monthly gaps are killing me! 😭"
118,1447,2025-01-31 04:54:55.000,"2. The early bird pricing for next month's show still shows up as ""available"" on your website, but when I try to check out, it jumps to regular pricing. I've attached another screenshot showing this pricing discrepancy."
38,1062,2025-01-31 06:03:48.000,"I attended last weekend's indie folk festival at Meadowlands Arena and wanted to share my experience. While most aspects were fantastic (especially that emerging artist with the cello - wow!), I've encountered some issues with my VIP ticket refund. I purchased 3 VIP passes at $189 each, but was unable to access the promised meet-and-greet area. The staff kept saying my wristband was for general admission only, despite showing them my confirmation email."
541,1374,2025-01-31 08:05:23.000,"I recently attended your pop-soul fusion concert at Valley Arena and was blown away by the incredible acoustics. However, I'm experiencing some trouble with my VIP add-on purchase. I purchased two meet-and-greet passes for $175 each, but they're not appearing in my account. I've included a screenshot of my payment confirmation (payment_proof.jpg) for your reference, but unfortunately, the purchase is not showing up in my ticket wallet."
136,387,2025-02-01 13:53:41.000,"One last thing - the new mobile app is quite buggy. When trying to access my ticket wallet, it crashes about 50% of the time (iPhone 14 Pro, latest iOS). I can send video evidence if needed."
138,333,2025-02-01 16:53:56.000,"I've been having an incredibly frustrating experience with my ticket transfer for the upcoming Electronic Dreamscape Festival. I tried transferring my VIP pass to my sister's account three times now, but keep getting an error message saying ""Transfer Failed - Error Code 2468"" (screenshot attached). This is especially stressful since I just found out I have a mandatory work conference that weekend."
28,315,2025-02-01 21:14:41.000,"Please help me sort out this transfer issue as soon as possible, as the event is next week. I've attempted to transfer my tickets multiple times but keep receiving a ""Transfer Not Available for This Event"" message. I've double-checked that the recipient's email is correct, but the system won't let me proceed with the transfer. I'm concerned because I need to get these tickets to my friend before the event next week."
18,404,2025-02-02 15:15:00.000,"While I  have you, I wanted to mention that I've been a regular attendee at your indie rock events for the past two years, and I've noticed fewer shoegaze and dream pop acts coming through lately. The underground electronic scene is cool and all, but some of us still love our reverb-heavy guitars! 😊 The acoustic setup at your venue is perfect for that genre."
141,272,2025-02-02 18:11:43.000,"I've been trying to transfer my tickets to my sister for the upcoming jazz festival at Harbor Lights on June 15th, but I keep getting an error message (see attached screenshot). I've followed all the steps in your FAQ, but when I click ""confirm transfer,"" the loading circle just spins endlessly. This is super frustrating since I paid quite a bit for these VIP passes ($225 each), and I really need to get these transferred ASAP since I unexpectedly have to travel for work."
42,154,2025-02-03 23:03:20.000,"I've been trying to transfer my VIP tickets for the upcoming ""Midnight Symphony"" festival to my sister since I unexpectedly need to travel for work that weekend. I've followed the steps in your FAQ, but keep getting an error message saying ""Transfer not available for this ticket type"" (screenshot attached). I've had these tickets since the pre-sale and paid quite a bit for them ($289 each)."
125,558,2025-02-04 05:25:25.000,"I recently purchased 2 VIP tickets for the upcoming electronic music festival at Moonlight Gardens on July 15th, but I'm experiencing some issues. When I try to transfer one ticket to my friend Sarah through the app, I keep getting an error message saying ""Transfer failed - Error code 2305"" (screenshot attached). I've tried multiple times over the past 3 hours with no luck."
99,291,2025-02-04 08:39:36.000,"I've been wanting to write to express my deep disappointment with the recent changes to your event scheduling. I'm a huge progressive metal fan and have been attending your venue's Metal Mondays for the past 2 years, but reducing it from weekly to monthly is really affecting the local metal community we've built. Several of us used to meet up every week, and it was the highlight of our Mondays."
104,1191,2025-02-04 13:54:46.000,"I attended your underground techno event last Saturday at the warehouse venue, and while the music selection was phenomenal (especially that dark industrial set around 2 AM!), I've noticed the events have become less frequent lately. As someone who's been following your events for the past 2 years, we used to get 2-3 events per month, but now it's down to maybe one every 6 weeks?"
650,1434,2025-02-04 16:06:21.000,"I've been charged twice for my VIP upgrade, with two separate transactions of $149.99 appearing on my credit card statement, as shown in the attached screenshot."
559,1441,2025-02-05 15:01:08.000,"I've been a regular at your underground house music events for years, attending at least 3-4 shows a month. However, since the introduction of the new system, I've experienced nothing but frustration. This isn't the first issue I've had either - I also encountered problems with mobile tickets not displaying correctly at the indie rock showcase last month."
22,457,2025-02-07 03:29:49.000,"I've been trying to purchase tickets for the upcoming indie-folk festival next month but keep running into issues during checkout. Every time I select my preferred seats and click ""Complete Purchase,"" the payment page just keeps loading indefinitely. I've tried multiple browsers (Chrome and Safari) and even attempted on my phone, but no luck. I've attached a screenshot of the error screen I keep getting."
516,1466,2025-02-08 00:44:59.000,"I'd appreciate it if you could provide more information about your refund policy for events that have been postponed, as the details in the FAQ section are unclear."
37,490,2025-02-09 20:48:12.000,"I'm reaching out because I've been having some trouble accessing my tickets for next weekend's electronic music festival. I purchased 2 VIP passes for the Winter Beats Underground event about a month ago, but when I try to pull them up in my account, I keep getting an error message saying ""Token authentication failed"" (I've attached a screenshot of the error)."
121,1604,2025-02-10 17:26:08.000,"I'm reaching out because I've been experiencing some frustrating issues with my ticket transfer for next month's Electronic Beats Festival. I tried transferring my VIP ticket to my sister's account three times now, but keep getting an error message saying ""Transfer failed - recipient not found"" (screenshot attached). I've double-checked her email address, and it's definitely correct."
508,1497,2025-02-10 17:43:56.000,"I recently attended the Neon Dreams concert at your downtown venue and was disappointed to find that the sound quality was not up to par, with overpowering bass levels that often overrode the vocals, which was unusual given my previous positive experiences at the same venue."
560,1519,2025-02-12 17:13:26.000,"I'm having trouble transferring my jazz festival tickets to my sister on your website. Despite trying for 30 minutes, I keep getting an error message (attached) when I click the ""Transfer Tickets"" button. I'm getting frustrated as these tickets were expensive ($175 for a weekend pass) and I need to resolve this issue ASAP since I can no longer attend due to a work commitment."
55,504,2025-02-12 19:45:40.000,"I've been trying to transfer my tickets for the upcoming electronic music festival on Oct 15th but keep getting a ""Transfer Not Available for This Event"" error message (screenshot attached). Every time I click ""Transfer to Friend"" the loading circle just spins endlessly and eventually times out with a ""Transfer failed - try again later"" notification. I've tried both on Chrome and Safari with no luck, but continue receiving these same transfer errors. These are VIP tickets that cost me $450 each, and I need to transfer them to my cousin ASAP since I can no longer attend due to a family wedding. I've double-checked that I haven't exceeded any transfer limits and that my cousin's recipient information is entered correctly, but the system still won't process the transfer."
159,973,2025-02-14 10:22:42.000,"I'd really appreciate your help with the ticket transfer issue. My confirmation number is MT789321, and my sister's email is connected to an existing account in your system."
15,687,2025-02-15 00:07:39.000,"I've been trying to transfer my tickets for the upcoming electronic music festival at Meadowlands Arena to my sister since I can't attend anymore due to a work commitment. I've attached a screenshot of the error message I keep getting when I try to complete the transfer through your app. It keeps saying ""recipient not found"" even though I've triple-checked her email address."
74,130,2025-02-15 18:48:32.000,"Could you please help me resolve this issue? I've been trying to transfer my ticket to my friend but keep getting a ""Transfer Not Available for This Event"" error message. The festival is in 2 weeks, and I'd like to get this sorted ASAP. My order number is #EDM789456, and I purchased the tickets on March 15th using my credit card."
126,1485,2025-02-17 00:58:35.000,"Could you please help me with these issues? I've been experiencing problems with the ticket transfer functionality. When attempting to transfer my tickets, I keep receiving an ""Invalid Recipient Error"" message, and sometimes the system shows ""Transfer Not Available for This Event."" I've also noticed that occasionally it displays ""Transfer Limit Reached"" even though I haven't made many transfers. The ticket transfer is my main concern right now."
158,599,2025-02-18 20:03:57.000,"I attended last Friday's jazz fusion concert at Moonlight Hall and wanted to share some feedback. While the acoustics were incredible and the musicians were top-notch, I noticed the event schedule on your website still shows monthly performances, but it seems you've switched to bi-weekly shows without updating this information. This caused some confusion among my friends who were planning to attend future events."
628,1603,2025-02-19 01:38:23.000,"It would be fantastic if you could implement a notification system that alerts me when my preferred genres, such as progressive house and techno, are featured in upcoming events. This way, I wouldn't have to constantly check the website and risk missing out on exciting shows."
163,605,2025-02-19 04:58:15.000,"I attended last week's jazz fusion concert at The Blue Note and wanted to share some thoughts. While the music was exceptional, especially that mind-blowing saxophone solo in the second set, I noticed the venue seemed to be oversold. I had VIP tickets (Order #VIP-2023-8867), but found myself struggling to reach the designated VIP area due to overcrowding."
515,1607,2025-02-19 05:35:02.000,"I'm extremely disappointed and stressed as I've invested $385 in VIP passes for the upcoming festival, which is now just 10 days away. I was particularly excited to experience the sunset DJ set and the debut performance of the underground techno artist from Berlin. However, I've just been informed of an unavoidable business trip scheduled by my boss, and I urgently need to transfer these tickets to avoid missing out on the event."
638,1610,2025-02-19 10:26:39.000,"I recently attended the electronic music festival at Sunset Arena and left with a bittersweet impression. The lineup was incredible, with standout deep house and techno performances, but unfortunately, the sound quality at Stage 3 fell short. During the most energetic moments, the audio was marred by persistent distortion, which detracted from the overall experience. I've included a video clip that captures the issue."
4,616,2025-02-20 05:39:24.000,"I attended yesterday's electronic music festival at Riverside Arena and wanted to share my experience. While DJ MoonPhase's set was absolutely incredible (I'm a huge trance fan!), I encountered several issues that really impacted my evening."
560,1618,2025-02-20 09:53:30.000,I've noticed a problem with the mobile app - the upcoming events calendar isn't updating correctly to reflect my purchased tickets. Could you please have your technical team investigate and resolve this issue?
35,1500,2025-02-20 14:18:07.000,"I've been trying to transfer my tickets for the upcoming indie folk concert at Mountain View Hall next Friday to my sister's account, but I keep getting an error message saying ""transfer limit exceeded"" even though this is my first time attempting a transfer. I've attached a screenshot of the error page for reference."
557,1632,2025-02-21 10:51:53.000,"I've been enjoying the convenience of the new paperless ticket system, but unfortunately, the app has been experiencing some technical issues. The QR code often takes a long time to load, which has caused some frustrating delays, especially at busy events like last month's drum & bass night when I was holding up a long line of people."
